rekt,https://tenor.com/view/teeth-terrible-onizuka-gto-anime-gif-5458567
rekt,https://gifs.alphacoders.com/gifs/view/15922
rekt,https://gifs.alphacoders.com/gifs/view/190512
rekt,https://gifs.alphacoders.com/gifs/view/11037
lick,http://gph.is/14yCmOn
lick,http://gph.is/1sckGrf
lick,http://gph.is/19IRNUs
lick,https://cdn.weeb.sh/images/ryGpGsnAZ.gif
bite,http://gph.is/2cobclm
bite,http://gph.is/1PUwEtI
bite,https://cdn.weeb.sh/images/ry00lxmob.gif
pantsu,https://cdn.discordapp.com/attachments/636993748496285706/642800274666160188/giphy.gif
pantsu,http://gph.is/2eBStI6
pantsu,http://gph.is/1NHjlQ5
pantsu,http://gph.is/ZofAcQ
pantsu,http://gph.is/1PQXjJD
slap,https://gifs.alphacoders.com/gifs/view/132231
slap,https://tenor.com/view/mm-emu-emu-anime-slap-strong-gif-7958720
slap,https://tenor.com/view/anime-slap-gif-10426943
slap,https://tenor.com/view/powerful-head-slap-anime-death-tragic-gif-14358509
slap,https://tenor.com/view/slap-anime-angry-gif-12858541
slap,https://cdn.discordapp.com/attachments/636993748496285706/643120848794026004/gascogne.gif
slap,https://tenor.com/view/slap-blood-anime-gif-4961067
slap,https://tenor.com/view/mad-angry-pissed-upset-slap-gif-4436362
slap,https://cdn.discordapp.com/attachments/636993748496285706/643121169121148928/messatsuslap.gif
